Nr	Text_vorher	NOM	Text_danach	Dateiname	Sprachraum	Jahr	Textsorte	Textnummer	Erstglied	Lemma	Fremdwortbasis	Praefix	Numerus	Simplexbasis	als_praep_Kompl	Prep_Det_Nom	Adj	Genitiv	Det	Prep
2533	amnüs bringen können : daß auch nach der leidigen 	Erfahrung	 der Sathan durch kleine Versuchungen/ und klein=s	WMD-1680-KT-122.txt	WMD	1680	KT	122.txt	NA	Erfahrung	NEIN	er	SG	NEIN	NEIN	JA	leidig	NA	b	nach
165	*en von Portugal einbrach/ und in denen leimernen 	Festungen	 unterschiedliche Englische Batallions/ denen die 	OMD-1710-ST-neu3.txt	OMD	1710	ST	neu3.txt	NA	Festung	NEIN	NA	PL	JA	NEIN	NA	leimern	NA	s	in
470	lich ist/ herauß saugen lassen/ biß die Letzte[?] 	auffmahnung	 geschihet. *Surgite mortui,* da werden wir allere	NOBD-1620-KT-081.txt	NOBD	1620	KT	081.txt	NA	Aufmahnung	NEIN	auf	SG	NEIN	NEIN	NA	letzte	NA	b	NA
2653	oß  nie von gesotner speiß dan_ in syner letsten  	siechtung	 zu[o] zweien male_. Er kestiget auch sein lib mit	WOBD-1500-KT-005.txt	WOBD	1500	KT	005.txt	NA	Sichtung	NEIN	NA	SG	JA	JA	NA	letzte	prenom	s	in
1931	um* aber hielte er sich an die vätterliche letzte 	Verordnung	/ Krafft deren ihm das völlige Teutschland/ ausser	OOBD-1710-ST-130.txt	OOBD	1710	ST	130.txt	NA	Verordnung	NEIN	ver	SG	NEIN	NEIN	NA	letzte	NA	b	an
1927	  sich gegen dieGroßvätterliche letzte	Verordnung	 zu bedingen/ indem sie darinnen gegen ein/ bey al	OOBD-1710-ST-130.txt	OOBD	1710	ST	130.txt	NA	Verordnung	NEIN	ver	SG	NEIN	NEIN	NA	letzte	NA	b	gegen
1779	 den Preis/ wegen des Unterschieds und lieblicher 	Abwechselung	 der Männ= und Weiblichen Verse/ so bey den Jtalia	OOBD-1680-ST-111.txt	OOBD	1680	ST	111.txt	NA	Abwechslung	NEIN	ab	SG	NEIN	NEIN	NA	lieblich	postnom	KEIN	NA
1181	g ergäntzen/ den Schluß aber mit einer lieblichen 	Ubereinstimmung	 enden muß.  §.2. Es werden aber zu dieser Wissens	OMD-1680-ST-121.txt	OMD	1680	ST	121.txt	NA	Übereinstimmung	NEIN	über	SG	NEIN	NEIN	NA	lieblich	NA	u	mit
5157	er feret nicht da her wie Moses odder ein gesetzlerer mit gebieten/ drewen vnd schrecken/ sondern auffs allerfreundlichst mit eitel reitzen vnd locken vnd lieblichen	verheissungen/	Vnd zwar/ wo es nicht also gefasset/ vnd vns allen furgetragen weren die lieben wort vnd predigt/ die der herr Christus zum ersten gethan hat/	OMD-1530-KT-neu.txt	OMD	1530	KT	neu.txt	NA	Verheissung	NEIN	ver	SG	NEIN	NEIN	NA	lieblich	NA	KEIN	NA
276	ssen Scheingültigkeit/ sie denen am Tag ligenden  	Vergewaltigungen	 ihrer unschuldigenNachbahren  und Mit=Christen/ e	OOBD-1710-ST-130.txt	OOBD	1710	ST	130.txt	NA	Vergewaltigung	NEIN	ver	PL	NEIN	NEIN	NA	liegend	NA	s	NA
1588	o an demOrth wo das Pferdt den Schmertzen leidet/ lindere	Würckung	  hat/ (als zum Exempl/ wann es auff den Bühlern z	OOBD-1620-ST-076.txt	OOBD	1620	ST	076.txt	NA	Wirkung	NEIN	NA	SG	JA	NEIN	NA	linder	NA	KEIN	NA
160	eit seiner langwierigen Regierung durch allerhand löbliche	Ordnungen	 nicht anders als die Son_e durch ihre hell=leucht	OMD-1710-ST-neu3.txt	OMD	1710	ST	neu3.txt	NA	Ordnung	NEIN	NA	PL	JA	NEIN	NA	loeblich	NA	s	durch
1447	der angehenden newen Fürstlichen Herrschafft vnd löblichen  	Regierung	 widerumb einweihen/  *repurgiren,* vnd von allen 	OOBD-1590-KT-056.txt	OOBD	1590	KT	056.txt	NA	Regierung	JA	NA	SG	NA	NEIN	NA	loeblich	NA	b	NA
2370	 bey denselben Ständen ohne Zweiffel die löbliche 	Regierung	/ auch Adeliche Tugend/ seiner Kays. Mayest. Vette	WMD-1620-ST-088.txt	WMD	1620	ST	088.txt	NA	Regierung	JA	NA	SG	NA	NEIN	NA	loeblich	NA	b	NA
389	? So muß es ein Apostolische Satzung vnd löbliche 	Stifftung	 der Vorfahren sein. Das ist nun eine kurtze Erjnn	NOBD-1590-KT-063.txt	NOBD	1590	KT	063.txt	NA	Stiftung	NEIN	NA	SG	JA	NEIN	NA	loeblich	NA	u	NA
1036	emand beraube durch die *Phi-losophia*  vnnd lose 	Verführung	 nach der Menschen Lehre/ vnd nach der Welt Satzun	OMD-1620-KT-085.txt	OMD	1620	KT	085.txt	NA	Verführung	NEIN	ver	SG	NEIN	NEIN	NA	lose	NA	b	durch
1465	vinismo* Brot zu es[s]en/  gute Dienste/ mächtige 	Förderung	 vnnd [H]errn[?] Gunst zugewarten gehabt/ da ist m	OOBD-1590-KT-056.txt	OOBD	1590	KT	056.txt	NA	Förderung	NEIN	NA	SG	JA	NEIN	NA	maechtig	NA	KEIN	NA
1894	ten sich unter der Hand in eine mächtige	 Zusammen=Verschwehrung	 der drey Gebrüder/ und vieler Grossen deß Reichs/	OOBD-1710-ST-130.txt	OOBD	1710	ST	130.txt	Zusammen	Verschreibung	NEIN	ver	SG	NEIN	NEIN	NA	maechtig	postnom	u	in
1438	eyschlaff weiber. Als nun Volodimer on mäniglichs 	verhinderung	  ain ainiger Herr der Reissen gewest ist/ seind v	OOBD-1560-ST-039.txt	OOBD	1560	ST	039.txt	NA	Verhinderung	NEIN	ver	SG	NEIN	JA	NA	maenniglich	NA	KEIN	ohne
1422	enant/ wo heer der Namen khumbt/  sein mancherlay 	mainung	/ Etliche sprechen/ von Russo/ der ain Brueder des	OOBD-1560-ST-039.txt	OOBD	1560	ST	039.txt	NA	Meinung	NEIN	NA	SG	JA	NEIN	NA	mancherlei	prenom	s	NA
1312	vnnß vnnd dem heyligen reich zuo ere.  vnnd merer 	ansehung	 gerüßt hallten. Nemlich eyn graf oder herr sechß 	OOBD-1500-ST-001.txt	OOBD	1500	ST	001.txt	NA	Ansehung	NEIN	an	SG	NEIN	JA	NA	mehr	NA	KEIN	zu
2492	auchen oder auch entrathen solle/ zu desto mehrer 	befürderung	 der Ehr Gottes/ vnd zu desto besserer erlangung d	WMD-1650-ST-104.txt	WMD	1650	ST	104.txt	NA	Beförderung	NEIN	be	SG	NEIN	JA	NA	mehr	postnom	KEIN	zu
1294	dadurch dann zuo weylen den obberürten vnnd andern mercklichen obligenden sachen der cristenheyt. vnnd reichs merer versammnuß vn_ 	hinderung	/ wann fürdru_g vnd außrichten erwachssen mag/ dar	OOBD-1500-ST-001.txt	OOBD	1500	ST	001.txt	NA	Hinderung	NEIN	NA	SG	JA	NEIN	NA	mehr	prenom	s	NA
1078	llantens halten solle/ so wil ich doch vmb mehrer 	Nachrichtung	 willen/ nu auff die meisten Pünctlein/ dieses Sch	OMD-1620-ST-084.txt	OMD	1620	ST	084.txt	NA	Nachrichtung	NEIN	nach	SG	NEIN	JA	NA	mehr	NA	KEIN	um_willen
3381	 Offenbahrung mehr gethan habe/ und GOtt hat mehr 	Wirckung	 und Wunder der Natur  einverleibet/ weder viel ta	WOBD-1710-ST-133.txt	WOBD	1710	ST	133.txt	NA	Wirkung	NEIN	NA	SG	JA	NEIN	NA	mehr	NA	s	NA
1555	h dir/ zuo freundlicher dienung (biß auff mehrere 	erfarung	) anzaigung thun. Vnd damit wir/ bey vorgesetztem 	OOBD-1590-ST-neu.txt	OOBD	1590	ST	neu.txt	NA	Erfahrung	NEIN	er	SG	NEIN	JA	NA	mehrere	NA	KEIN	bis auf
110	 nechsten Reichs=Tage/ oder sonsten durch mehrere 	Vorstellungen	 und *Intercessionales* des Königs von Schweden/  	NOBD-1710-ST-135.txt	NOBD	1710	ST	135.txt	NA	Vorstellung	NEIN	vor	PL	NEIN	NEIN	NA	mehrere	NA	KEIN	durch
242	der das das etlich die Euangelia auß menschlicher 	bestetigung	 glaubwirdig achten.</h1> ¶Vn_ nach dem wir in jün	NOBD-1530-KT-027.txt	NOBD	1530	KT	027.txt	NA	Bestätigung	NEIN	be	SG	NEIN	JA	NA	menschlich	NA	KEIN	aus
245	gt/ vn_ also allain durch die selbe_ menschlichen 	bestetigung	 glaubwirdig. vn_ die Apostel auch nur mensche_ ge	NOBD-1530-KT-027.txt	NOBD	1530	KT	027.txt	NA	Bestätigung	NEIN	be	SG	NEIN	NEIN	NA	menschlich	NA	s	NA
1939	ere mi_ kynt vynt eyne_ a_dere_ rait mynschlicher 	erloesunge	  die mit a_derer wijsen tzo gae dan mit dyme doid	WMD-1500-KT-014.txt	WMD	1500	KT	014.txt	NA	Erlösung	NEIN	er	SG	NEIN	NEIN	NA	menschlich	NA	KEIN	NA
554	n/ gestorben/ vnd also das Werck menschlicher [?] 	Erlösung	 verrichtet habe.[...]  <z>Wir Christen müssen das	NOBD-1650-KT-100.txt	NOBD	1650	KT	100.txt	NA	Erlösung	NEIN	er	SG	NEIN	NEIN	NA	menschlich	NA	KEIN	NA
1937	de die pyn des bittere_ doitz vmb die mynschliche 	erloesunge	. Do dat saich die bedroeffde mod[er] vnd myrckte 	WMD-1500-KT-014.txt	WMD	1500	KT	014.txt	NA	Erlösung	NEIN	er	SG	NEIN	NEIN	NA	menschlich	NA	b	um
257	n die getan/ die nach Götlicher  vn_ me_schlicher 	ordnu_g	/ wo zur selben zeyt ein Conciliu_ solt gehalte_  	NOBD-1530-KT-027.txt	NOBD	1530	KT	027.txt	NA	Ordnung	NEIN	NA	SG	JA	JA	NA	menschlich	NA	KEIN	nach
243	ndern mer die dem wort gottes zuwider me_schliche 	ordnu_g	 vn_ satzu_g darüber zuerheben  vnderstande_/ derg	NOBD-1530-KT-027.txt	NOBD	1530	KT	027.txt	NA	Ordnung	NEIN	NA	SG	JA	NEIN	NA	menschlich	NA	KEIN	NA
244	e dem wort gottes zuwider me_schliche ordnu_g vn_ 	satzu_g	 darüber zuerheben  vnderstande_/ dergleichen auch	NOBD-1530-KT-027.txt	NOBD	1530	KT	027.txt	NA	Satzung	NEIN	NA	SG	JA	NEIN	NA	menschlich	NA	KEIN	NA
263	eylig Euangelium  obgemelter massen/ menschlichen 	satzung	/ vergleichen/ verklainen/  vn_ schmehen/ gesagt h	NOBD-1530-KT-027.txt	NOBD	1530	KT	027.txt	NA	Satzung	NEIN	NA	SG	JA	NEIN	NA	menschlich	NA	KEIN	NA
23	_ darinnen als wenig/ als in andern  menschliche_ 	satzunge_	 (damit wir got. Matthei am. xv. verge benlich die	NOBD-1530-KT-027.txt	NOBD	1530	KT	027.txt	NA	Satzung	NEIN	NA	PL	JA	NEIN	NA	menschlich	NA	KEIN	in
256	lbige_ im alten  Testame_t/ durch kain menschlich 	versamlung	 oder Co_cilia nie sein angenu_men vn_ bestetigt/ 	NOBD-1530-KT-027.txt	NOBD	1530	KT	027.txt	NA	Versammlung	NEIN	ver	SG	NEIN	NEIN	NA	menschlich	NA	s	NA
348	n darin sehen wir zwischen so vielen Menschlichen 	verwirrungen	 noch  wahre lieb deß Friedens gegen Gott/ gegen d	WMD-1650-KT-106.txt	WMD	1650	KT	106.txt	NA	Verwirrung	NEIN	ver	PL	NEIN	NEIN	NA	menschlich	NA	KEIN	NA
408	eschichten  wolte bey bringen/ was für merckliche 	änderungen	/ schwere Krieg/ grosse Sterben/ jämmerliche Hunge	WOBD-1620-ST-078.txt	WOBD	1620	ST	078.txt	NA	Anfechtung	NEIN	an	PL	NEIN	NEIN	NA	merklich	NA	KEIN	NA
1293	n_ beschwärlich auch mit mercklicher müe. arbeyt. 	coflung	 vn_ darlegen zuosamen geuordert werden/  vnd ko_m	OOBD-1500-ST-001.txt	OOBD	1500	ST	001.txt	NA	Koflung	NEIN	NA	SG	JA	JA	NA	merklich	NA	KEIN	mit
1793	agen/  was der Warheit gemäß/ und zu mercklicher  	Verbesserung	 des Werckes dienet.  Es kommet aber solcher Fehle	OOBD-1680-ST-111.txt	OOBD	1680	ST	111.txt	NA	Verbesserung	NEIN	ver	SG	NEIN	JA	NA	merklich	postnom	KEIN	zu
415	gleichen/ zugefallen/ allerley Posturen/ allerley 	abbildungen	 Mänschlicher gestalt vnd  Leiber mahlen/ dahero d	WOBD-1650-KT-097.txt	WOBD	1650	KT	097.txt	NA	Abbildung	NEIN	ab	PL	NEIN	NEIN	NA	NA	postnom	s	NA
1227	stattet/  und er also auf keinerley Weise mit der 	Abbildung	 fortkommen können/ soll der Heyland seyn bewogen 	OMD-1710-KT-137.txt	OMD	1710	KT	137.txt	NA	Abbildung	NEIN	ab	SG	NEIN	NEIN	NA	NA	NA	b	mit
1154	ns alle bekehren/  lieber HErre GOtt! Amen.   <h1>	Abhandlung	.</h1>  ES hat das unheilige Papstthum/  meine Lie	OMD-1680-KT-neu.txt	OMD	1680	KT	neu.txt	NA	Abhandlung	NEIN	ab	SG	NEIN	NEIN	NA	NA	NA	KEIN	NA
1165	uns alle bekehren/  liebe HErre GOTT! Amen.   <h1>	Abhandlung	.</h1> SO erhellet demnach das verruchte und gottl	OMD-1680-KT-neu.txt	OMD	1680	KT	neu.txt	NA	Abhandlung	NEIN	ab	SG	NEIN	NEIN	NA	NA	NA	KEIN	NA
1236	h GOTTES Bilde! *(Psalm.  XVII, 15.)* Amen.   <h1>	Abhandlung	.</h1>  ES sind wohl eh auch Heilige und Geliebte 	OMD-1710-KT-137.txt	OMD	1710	KT	137.txt	NA	Abhandlung	NEIN	ab	SG	NEIN	NEIN	NA	NA	NA	KEIN	NA
2339	 werden/ vnd also auff vnnd ab/ nach mehrung vnnd 	abkürtzung	 der Sum_/ biß auff funfftzehen Gülden/ aber ein j	WMD-1590-ST-070.txt	WMD	1590	ST	070.txt	NA	Abkürzung	NEIN	ab	SG	NEIN	JA	NA	NA	postnom	KEIN	nach
1767	t den mehristen TheilMenschen  geseeligt/ vnd die 	Abkürtzung	 der zeitlichen Täg mit dem ewigen Leben  ersetzt/	OOBD-1680-KT-110.txt	OOBD	1680	KT	110.txt	NA	Abkürzung	NEIN	ab	SG	NEIN	NEIN	NA	NA	postnom	b	NA
1869	rs  abgetheilet worden. Hat sich nun bey solcher  	Abledigung	/ soviel die Spanische Niederlande betrifft/ kein 	OOBD-1710-ST-130.txt	OOBD	1710	ST	130.txt	NA	Abledigung	NEIN	ab	SG	NEIN	NEIN	NA	NA	NA	s	bei
5000	vnd ich jtzt den Anfang gemacht von diesen so ich zu Regenspurg auff dem Reichstag[lang-s!] gethan/ dorinnen denn die furnemesten Heuptartickel vnser Christlichen Religion/ mit	ablenung	der gegenlehr/ einfeltig vnd deutlich erkleret werden/ als hab E. F. G. als ein sonderliche Patronin der Christenheit ich die selben hiemit vnterthenigst dediciren vnd	OMD-1590-KT-066.txt	OMD	1590	KT	066.txt	NA	Ablehnung	NEIN	ab	SG	NEIN	JA	NA	NA	postnom	KEIN	mit
2953	fordert worden/ vnd scharff gefraget/ warumb  bey 	abmahlung	 deß Jüngsten Gerichts er  vns so vielerley gestal	WOBD-1650-KT-097.txt	WOBD	1650	KT	097.txt	NA	Abmalung	NEIN	ab	SG	NEIN	JA	NA	NA	postnom	KEIN	bei
778	es Heil. Abendmahls unter beyderley Gestalt/  von 	Abschaffung	 der Bilder und anderer Päbstlichen *Ceremonien &c	NOBD-1710-ST-135.txt	NOBD	1710	ST	135.txt	NA	Abschaffung	NEIN	ab	SG	NEIN	JA	NA	NA	postnom	KEIN	von
800	il beyde auf eine sichere Religions=Freyheit  und 	Abschaffung	 der *spe-cifici*rten  Beschwehrnüssen bestanden. 	NOBD-1710-ST-135.txt	NOBD	1710	ST	135.txt	NA	Abschaffung	NEIN	ab	SG	NEIN	NEIN	NA	NA	postnom	KEIN	NA
3350	enen/  als brächten sie solche sachen für/ die zu 	abschaffung	der missbraeuche/ eingefuehrter gottloser |sitten und gewohnheiten/  auch annemmung reiner Lehre/ nicht uebel dieneten/  noch ungeschickt waeren	WOBD-1710-KT-neu.txt	WOBD	1710	KT	neu.txt	NA	Abschaffung	NEIN	ab	SG	NEIN	NEIN	NA	NA	postnom	KEIN	zu
3463	e Liechter auffgeschwungen hat/ so muß es doch in 	Abschneidung	  seiner Federn/ biß zu der aller=niedrigsten sche	WOBD-1710-ST-133.txt	WOBD	1710	ST	133.txt	NA	Abschneidung	NEIN	ab	SG	NEIN	JA	NA	NA	postnom	KEIN	in
1478	nder den Hänedn zu wachsen/ daß es nit  allein zu 	Abspeisung	 so viel tausent Personen genug sey/ Sondern auch 	OOBD-1590-KT-056.txt	OOBD	1590	KT	056.txt	NA	Abspeisung	NEIN	ab	SG	NEIN	JA	NA	NA	postnom	KEIN	zu
1479	rsonen genug sey/ Sondern auch endlichen nach der 	Abspeisung	 mehr vberbleiben muß/ dann anfangs  ist vorhanden	OOBD-1590-KT-056.txt	OOBD	1590	KT	056.txt	NA	Abspeisung	NEIN	ab	SG	NEIN	NEIN	NA	NA	NA	b	nach
1792	rden muß wie dises *Caesius* im I.  Theil und I. 	Abtheilung	 seines Helicons wol gelehret/ nicht weniger auch 	OOBD-1680-ST-111.txt	OOBD	1680	ST	111.txt	NA	Abteilung	NEIN	ab	SG	NEIN	NEIN	NA	NA	postnom	b	in
2388	g/ doch mit Maß/ vnnd Jnnhalt deß Vertrags/ sampt 	Abtrettung	 der Statt Odenburg/ kommen lassen.   13. Diesen V	WMD-1620-ST-088.txt	WMD	1620	ST	088.txt	NA	Abtretung	NEIN	ab	SG	NEIN	JA	NA	NA	postnom	KEIN	samt
1721	 auff der eussersten  Gränitz Post/ jedesmals ein 	abwechslung	 beschehen/ daß Fehleyß wol gerauchet/  vnd nachma	OOBD-1650-ST-094.txt	OOBD	1650	ST	094.txt	NA	Abwechslung	NEIN	ab	SG	NEIN	NEIN	NA	NA	NA	u	NA
1782	d ohne gewissen Klang beschihet wodurch zwar die 	Abwechselung	 des Thons erhalten/  aber von gebundener ziemlich	OOBD-1680-ST-111.txt	OOBD	1680	ST	111.txt	NA	Abwechslung	NEIN	ab	SG	NEIN	NEIN	NA	NA	postnom	b	NA
101	lischen Religion in Schlesien/  deren *Fatis* und 	Abwechslungen	.</h1>    §. 1.   SObald *D. Martini Lutheri,* Pro	NOBD-1710-ST-135.txt	NOBD	1710	ST	135.txt	NA	Abwechslung	NEIN	ab	PL	NEIN	NEIN	NA	NA	NA	KEIN	NA
152	ften/ so unser Leben vergnüget/  weilen allerhand 	Abwechselungen	 auf das SchauTheatrum  darinnen gestellet werden/	OMD-1680-ST-121.txt	OMD	1680	ST	121.txt	NA	Abwechslung	NEIN	ab	PL	NEIN	NEIN	NA	NA	NA	s	weilen
1715	bey dem GOttsdienst ein absonderliches Gebett für 	abwendung	 der Pest/ dem Volck offentlich vnnd laut vorbette	OOBD-1650-ST-094.txt	OOBD	1650	ST	094.txt	NA	Abwendung	NEIN	ab	SG	NEIN	JA	NA	NA	postnom	KEIN	für
2992	sambt noch gute anzeigung vnd Hoffnung machen/ zu 	Abwendung	 der Trübsal vnd grossen Vnheils/ vielleicht durch	WOBD-1650-ST-095.txt	WOBD	1650	ST	095.txt	NA	Abwendung	NEIN	ab	SG	NEIN	JA	NA	NA	postnom	KEIN	zu
3051	lgen/ vnd entweder zu Versterckung/  oder aber zu 	Abwendung	 der Bedeutung dienen können. Der *Effe-ctus*  ver	WOBD-1650-ST-095.txt	WOBD	1650	ST	095.txt	NA	Abwendung	NEIN	ab	SG	NEIN	NEIN	NA	NA	postnom	KEIN	zu
2587	/ krafftloß/ und dannenhero könne der Mann/ durch 	Abwerffung	 solch unerträglichen  Jochs/ sich Ruhe schaffen/ 	WMD-1680-ST-neu.txt	WMD	1680	ST	neu.txt	NA	Abwerfung	NEIN	ab	SG	NEIN	JA	NA	NA	postnom	KEIN	durch
327	verstendig gebrauch/ des gemelten Remleins[?] der 	abzeichnung	 kein geringe hülff/  sonder ein trefflich gewiß m	NOBD-1560-ST-045.txt	NOBD	1560	ST	045.txt	NA	Abzeichnung	NEIN	ab	SG	NEIN	NEIN	NA	NA	NA	b	NA
480	ung jhrer Personen vnd gütter verordnet/ vleissig 	achtung	 geben/ vnd vorschung haben/ ob sie zu solcher vor	NOBD-1620-ST-082.txt	NOBD	1620	ST	082.txt	NA	Achtung	NEIN	NA	SG	JA	NEIN	NA	NA	NA	KEIN	NA
531	auff solche Landtgerichts bücher  guten vleiß vnd 	achtung	 geben/ daß sie von seinen schreibern/ oder anderm	NOBD-1620-ST-082.txt	NOBD	1620	ST	082.txt	NA	Achtung	NEIN	NA	SG	JA	NEIN	NA	NA	NA	KEIN	NA
536	nser Landtschreiber/ ein vleissiges vffsehen vnnd 	achtung	 geben/ ob die Brieff die er verlieset/ an jhren S	NOBD-1620-ST-082.txt	NOBD	1620	ST	082.txt	NA	Achtung	NEIN	NA	SG	JA	NEIN	NA	NA	NA	KEIN	NA
1145	ß er auf seinen *U*hrsprung/  welcher ist Schule/ 	achtung	  gében: weil nun dieses mit einem  (u) geschriebe	OMD-1650-ST-101.txt	OMD	1650	ST	101.txt	NA	Achtung	NEIN	NA	SG	JA	NEIN	NA	NA	NA	KEIN	NA
1443	ches fu[o]rlaufft/ darauff  mit sonderlichem lust 	achtung	 zugeben were/  So wollen wir doch das fu[o]rnemes	OOBD-1590-KT-056.txt	OOBD	1590	KT	056.txt	NA	Achtung	NEIN	NA	SG	JA	NEIN	NA	NA	NA	KEIN	NA
1844	h will stätts auff mich wachen/ weil du auff mich 	achtung	  gibst/ ich will in mir nichts leyden/  das die R	OOBD-1710-KT-neu.txt	OOBD	1710	KT	neu.txt	NA	Achtung	NEIN	NA	SG	JA	NEIN	NA	NA	NA	KEIN	NA
3027	uß eigener Erfahrung  befunden habe.  8. Soll man 	achtung	 geben/ auff die Farb deß verfinsterten/ oder vom 	WOBD-1650-ST-095.txt	WOBD	1650	ST	095.txt	NA	Achtung	NEIN	NA	SG	JA	NEIN	NA	NA	NA	KEIN	NA
2960	lhie heissen/ <l>*Cavete vobis solares,*</l> gebt 	Achtung	 auff euch jhr grosse Herrn/ der *Saturnus* lauret	WOBD-1650-ST-095.txt	WOBD	1650	ST	095.txt	NA	Achtung	NEIN	NA	SG	JA	NEIN	NA	NA	NA	KEIN	NA
117	chst die vnnsern in solichen fellen auch fleissig 	achtung	 haben/ damit sie nymannt on redlich vorgeende anc	NOBD-1500-ST-008.txt	NOBD	1500	ST	008.txt	NA	Achtung	NEIN	NA	SG	JA	NEIN	NA	NA	NA	KEIN	NA
204	vrsachen der entschuldigu_g ein merer ansehen vnd 	achtung	 habn_ dann etliche geringe argkwenigkeit so erfun	NOBD-1500-ST-008.txt	NOBD	1500	ST	008.txt	NA	Achtung	NEIN	NA	SG	JA	NEIN	NA	NA	NA	KEIN	NA
1416	ir in seinem/ des Herrn Christi leiden sehen vnnd 	achtung	  haben müssen/ so wir den nutz seines leidens rec	OOBD-1560-KT-040.txt	OOBD	1560	KT	040.txt	NA	Achtung	NEIN	NA	SG	JA	NEIN	NA	NA	NA	KEIN	NA
2757	in_ vnd mainung/ vnnd nicht auff  die blosse wort 	achtung	 haben solle/  nämlich/ wie neben Brot vnnd  Wein 	WOBD-1560-KT-043.txt	WOBD	1560	KT	043.txt	NA	Achtung	NEIN	NA	SG	JA	NEIN	NA	NA	NA	KEIN	NA
2909	nnen[sic!]/ Farben deß Gewülcks/ ja auch darauff  	achtung	 zu haben außtrücklich befilcht/ da er spricht: Wa	WOBD-1620-ST-078.txt	WOBD	1620	ST	078.txt	NA	Achtung	NEIN	NA	SG	JA	NEIN	NA	NA	NA	KEIN	NA
918	 materien entspringt/ welchs ein ytzlicher wol in 	achtung	  sol haben.  Jst der wehtage von heisser materien	OMD-1530-ST-neu.txt	OMD	1530	ST	neu.txt	NA	Achtung	NEIN	NA	SG	JA	NEIN	NA	NA	NA	KEIN	in
130	en ist/ So sol der ancleger mit seinem leib/ nach 	achtung	 vnd verdechtlichkeit der person verwart werden/ b	NOBD-1500-ST-008.txt	NOBD	1500	ST	008.txt	NA	Achtung	NEIN	NA	SG	JA	JA	NA	NA	postnom	KEIN	nach
146	h laut diser vnser  ordnung nachzukomen/ auch die 	aczung	 vnd gerichtßcostu_g nach laut derselben außzurich	NOBD-1500-ST-008.txt	NOBD	1500	ST	008.txt	NA	Achtung	NEIN	NA	SG	JA	NEIN	NA	NA	NA	KEIN	NA
782	---------------------  *Ceremonien* bey	Administrirung	 beter  *Sacramente,* Begräbnissen und andern Kirc	NOBD-1710-ST-135.txt	NOBD	1710	ST	135.txt	NA	Administrierung	JA	NA	SG	NA	JA	NA	NA	postnom	KEIN	bei
2707	eych als ein fleisch gantz gsotten/ bedeütet  ein 	anbegynnung	 der dawung des magens noch nit volbracht. ¶Der ha	WOBD-1530-ST-023.txt	WOBD	1530	ST	023.txt	NA	Anbeginnung	NEIN	an	SG	NEIN	NEIN	NA	NA	postnom	u	NA
3073	s Opffers: Daß GOtt dasOpffer unsersDienstes/ der 	Anbetung	/  so der Meßpriester verrichtet/ und alle anwesen	WOBD-1680-KT-113.txt	WOBD	1680	KT	113.txt	NA	Anbetung	NEIN	an	SG	NEIN	NEIN	NA	NA	NA	b	NA
1830	5.</h1>  DJe Ubung der Gegenwart Gottes/  ist ein 	Anbettung	/ dardurch  der Geist innerlich GOtt den  Allmächt	OOBD-1710-KT-neu.txt	OOBD	1710	KT	neu.txt	NA	Anbetung	NEIN	an	SG	NEIN	NEIN	NA	NA	NA	u	NA
1832	be ich dich/  preise dich/  bette dich an mit der 	Anbettung	/  Lobgesäng/ und Ehrbeweisungen aller  Himmlische	OOBD-1710-KT-neu.txt	OOBD	1710	KT	neu.txt	NA	Anbetung	NEIN	an	SG	NEIN	NEIN	NA	NA	NA	b	mit
3083	eel herrlich im Himmel/ dahin er auffgefahren. Zu 	Andenckung	  dieses opffern sieGOtt desVaters/  dem allein Op	WOBD-1680-KT-113.txt	WOBD	1680	KT	113.txt	NA	Andenkung	NEIN	an	SG	NEIN	JA	NA	NA	postnom	KEIN	zu
1045	Religionshandel:%-------[007]  Wann jhr dar innen 	Enderung	 gedencket fürzunehmen/  da stehet jhr auff dem re	OMD-1620-KT-085.txt	OMD	1620	KT	085.txt	NA	Änderung	NEIN	NA	SG	JA	NEIN	NA	NA	NA	KEIN	NA
1617	ten Worten. Jch begehre nit/ daß die/  welche die 	änderung	 gemacht/ jhren Lohn mit mir theylen. *Mart.* Sehe	OOBD-1650-KT-neu.txt	OOBD	1650	KT	neu.txt	NA	Änderung	NEIN	NA	SG	JA	NEIN	NA	NA	NA	b	NA
70	 Mensch an seinem Leibe  und seinem Gemüte vielen 	Aenderungen	 unterworffen/  und mit zuwachsenden Jahren/ oder 	NOBD-1650-ST-099.txt	NOBD	1650	ST	099.txt	NA	Änderung	NEIN	NA	PL	JA	NEIN	NA	NA	NA	s	NA
1421	 vnd mit dem B. beschriben wirdet/ hab ich khain  	änderung	 in demselben Namen machen wöllen.   C. so ainem H	OOBD-1560-ST-039.txt	OOBD	1560	ST	039.txt	NA	Änderung	NEIN	NA	SG	JA	NEIN	NA	NA	NA	s	NA
290	n.   Nun wöl wir an die dicke vnnd breytten/ Dise 	enderung	 geschicht auff allen zwerch linien vnnd auch darz	NOBD-1530-ST-026.txt	NOBD	1530	ST	026.txt	NA	Änderung	NEIN	NA	SG	JA	NEIN	NA	NA	NA	DEM	NA
1046	men/ ob au[ch][??] dardurch könne das Gewissen in 	Anfechtung	 befriediget/ [vn]d[??] für GOttes Gericht entschü	OMD-1620-KT-085.txt	OMD	1620	KT	085.txt	NA	Anfechtung	NEIN	an	SG	NEIN	JA	NA	NA	NA	KEIN	in
