Nr	Text_vorher	UNG.NOM	Text_danach	Dateiname	Textsorte	Periode	Sprachraum	Jahr	Jahrzehnt	Titelstichwort	Erstglied	Lemma	Adj	Det	als_praep_Kompl	Praeposition	Genitiv	Zweitglied	Numerus	Simplexbasis	Fremdwortbasis	Praefix	Basisverb	
5429	chen Republik in der Schweiz, ist beauftragt, die 	Regierung	 des Kantons Bern officiell und ohne Verschub aufz	NEWS_P3_WOD_1798_tuebingen.txt	NEWS	P3	WOD	1798	1795	tuebingen.txt	NA	Regierung	NA	b	NEIN	NA	postnom	NA	SG	NA	JA	NA	regieren	
5436	fer ist/ das zeiget an/ daß das Unglueck oder die 	Bedeutung	 nicht lange differiren/ sondern schon glimmen und	SCIE_P1_NoD_1672_PrognosticisRAW.txt	SCIE	P1	NoD	1672	1675	PrognosticisRAW.txt	NA	Bedeutung	NA	b	NEIN	NA	KEIN	NA	SG	NEIN	NEIN	be	bedeuten	
5438	n draeuen/ und/ wie Cardanus wil/ Abschaffung der 	Unordnungen	/ im geistlichen und Politischen Regiments-Wesen/ 	SCIE_P1_NoD_1672_PrognosticisRAW.txt	SCIE	P1	NoD	1672	1675	PrognosticisRAW.txt	NA	Unordnung	NA	b	NEIN	NA	KEIN	NA	PL	NEIN	NEIN	un	ordnen	
5451	wuestung/ Absterben der Koenige/ Verringerung der 	Handlungen	 und Gewerbe bedeuten sollen.         In Summa/ di	SCIE_P1_NoD_1672_PrognosticisRAW.txt	SCIE	P1	NoD	1672	1675	PrognosticisRAW.txt	NA	Handlung	NA	b	NEIN	NA	KEIN	NA	PL	JA	NEIN	NA	handeln	
5458	hat der Author dieses hinzu: Von der Bedeut- oder 	Wuerckung	 ist schon vorher etwas beruehret/ wenn aber je ei	SCIE_P1_NoD_1672_PrognosticisRAW.txt	SCIE	P1	NoD	1672	1675	PrognosticisRAW.txt	NA	Wirkung	NA	b	NEIN	NA	KEIN	NA	SG	JA	NEIN	NA	wirken	
5467	fft in der algemeinen Lufft schwebet/ kan man die 	Ausbreitung	 desselben nicht gar wohl verhindern/ weil die Men	SCIE_P1_NoD_1680_ConsiliumMedicumRAW.txt	SCIE	P1	NoD	1680	1685	ConsiliumMedicumRAW.txt	NA	Ausbreitung	NA	b	NEIN	NA	postnom	NA	SG	NEIN	NEIN	aus	ausbreiten	
5469	cht andere und noch gesunde auch anstecke. 1. Die 	Ausfuehrung	 der Krancken ins Lazareth muß/ so bald man die Pe	SCIE_P1_NoD_1680_ConsiliumMedicumRAW.txt	SCIE	P1	NoD	1680	1685	ConsiliumMedicumRAW.txt	NA	Ausführung	NA	b	NEIN	NA	postnom	NA	SG	NEIN	NEIN	aus	ausfuehren	
5471	nficirt seyn und sich nach einander legen II. die 	Verschliessung	 der Haeuser/ aus welchen die Patienten (weil sie 	SCIE_P1_NoD_1680_ConsiliumMedicumRAW.txt	SCIE	P1	NoD	1680	1685	ConsiliumMedicumRAW.txt	NA	Verschließung	NA	b	NEIN	NA	postnom	NA	SG	NEIN	NEIN	ver	verschliessen	
5474	r Gebuehr nach bedienet werden/ als denn were die 	Verschliessung	 aufzuheben. III. Die Absonderung der Krancken so 	SCIE_P1_NoD_1680_ConsiliumMedicumRAW.txt	SCIE	P1	NoD	1680	1685	ConsiliumMedicumRAW.txt	NA	Verschließung	NA	b	NEIN	NA	KEIN	NA	SG	NEIN	NEIN	ver	verschliessen	
5475	denn were die Verschliessung aufzuheben. III. Die 	Absonderung	 der Krancken so die Obrigkeit zu befehlen bestehe	SCIE_P1_NoD_1680_ConsiliumMedicumRAW.txt	SCIE	P1	NoD	1680	1685	ConsiliumMedicumRAW.txt	NA	Absonderung	NA	b	NEIN	NA	postnom	NA	SG	NEIN	NEIN	ab	absondern	
5478	der pflege Frau des Patienten wahrnehmen. IV. die 	Verhuetung	/ daß das Pest-Gifft andern nicht zugetragen werde	SCIE_P1_NoD_1680_ConsiliumMedicumRAW.txt	SCIE	P1	NoD	1680	1685	ConsiliumMedicumRAW.txt	NA	Verhütung	NA	b	NEIN	NA	KEIN	NA	SG	NEIN	NEIN	ver	verhueten	
5482	die Schulen nicht kommen duerffen/ so hat man die 	Aufhebung	 derselben nicht noetig/ weil praesuppositis jam d	SCIE_P1_NoD_1680_ConsiliumMedicumRAW.txt	SCIE	P1	NoD	1680	1685	ConsiliumMedicumRAW.txt	NA	Aufhebung	NA	b	NEIN	NA	postnom	NA	SG	NEIN	NEIN	auf	aufheben	
5494	Gesetzgebers und Bekehrers vermelden/ welcher die 	Vnordnung	 in der Kirchen auffheben/ bessere constitutiones 	SCIE_P1_OMD_1664_StraussSternRAW.txt	SCIE	P1	OMD	1664	1665	StraussSternRAW.txt	NA	Unordnung	NA	b	NEIN	NA	KEIN	NA	SG	NEIN	NEIN	un	ordnen	
5496	tigkeit dedicirt. 2. Die zusammen gesamleten 100. 	Abdanckungen	 bey denen Leichen/ VaLeDICtorlVM exequiale, der g	SCIE_P1_OMD_1664_StraussSternRAW.txt	SCIE	P1	OMD	1664	1665	StraussSternRAW.txt	NA	Abdankung	NA	b	NEIN	NA	KEIN	NA	PL	NEIN	NEIN	ab	abdanken	
5519	essen er legt auch umb unser Boßheit willen/ die 	Regierung	 aller Dinge nicht ab/ zerstoert nicht gar die Ord	SCIE_P1_OOD_1681_CometenGespoettsRAW.txt	SCIE	P1	OOD	1681	1685	CometenGespoettsRAW.txt	NA	Regierung	NA	b	NEIN	NA	postnom	NA	SG	NA	JA	NA	regieren	
5520	ung aller Dinge nicht ab/ zerstoert nicht gar die 	Ordnung	 der Natur/ maessiget die Straffen/ und schonet de	SCIE_P1_OOD_1681_CometenGespoettsRAW.txt	SCIE	P1	OOD	1681	1685	CometenGespoettsRAW.txt	NA	Ordnung	NA	b	NEIN	NA	postnom	NA	SG	JA	NEIN	NA	ordnen	
5525	hr zu fuerchet/ weder zu hoffen. Es kan darum die 	Bedeutung	 des Cometens nicht lustig seyn/ wenn gleich etlic	SCIE_P1_OOD_1681_CometenGespoettsRAW.txt	SCIE	P1	OOD	1681	1685	CometenGespoettsRAW.txt	NA	Bedeutung	NA	b	NEIN	NA	postnom	NA	SG	NEIN	NEIN	be	bedeuten	
5530	ein Taeffelein an den Cometen hefften/ darauf die 	Bedeutung	 verzeichnet stuende. Gehoert darum der Comet nich	SCIE_P1_OOD_1681_CometenGespoettsRAW.txt	SCIE	P1	OOD	1681	1685	CometenGespoettsRAW.txt	NA	Bedeutung	NA	b	NEIN	NA	KEIN	NA	SG	NEIN	NEIN	be	bedeuten	
5534	s Gassendus das Liecht Christliches Glaubens. Die 	Anschauung	 (schreibt jener) der obern und himmlischen Dinge/	SCIE_P1_OOD_1681_CometenGespoettsRAW.txt	SCIE	P1	OOD	1681	1685	CometenGespoettsRAW.txt	NA	Anschauung	NA	b	NEIN	NA	postnom	NA	SG	NEIN	NEIN	an	anschauen	
5540	ch erstrecket.       Und endlich sind etliche der 	Meynung	/ wie Herr Hanns Wolff von Koppenstein/ hernach un	SCIE_P1_OOD_1689_PferdKunstRAW.txt	SCIE	P1	OOD	1689	1685	PferdKunstRAW.txt	NA	Meinung	NA	b	NEIN	NA	KEIN	NA	SG	JA	NEIN	NA	meinen	
5542	und andern heissen Mittags-Laendern was aber die 	Wartung	 anlangt/ ist freylich zu beklagen/ daß sie bey un	SCIE_P1_OOD_1689_PferdKunstRAW.txt	SCIE	P1	OOD	1689	1685	PferdKunstRAW.txt	NA	Wartung	NA	b	NEIN	NA	KEIN	NA	SG	JA	NEIN	NA	warten	
5545	 die Rede bey dem gemeinen Mann/ sondern auch die 	Meinung	 einiger gelehrter Leute. Doch nennt Scaliger solc	SCIE_P1_WMD_1680_EpidemicaRAW.txt	SCIE	P1	WMD	1680	1685	EpidemicaRAW.txt	NA	Meinung	NA	b	NEIN	NA	postnom	NA	SG	JA	NEIN	NA	meinen	
5548	aß ein Theil um das andere wach seyn muessen/ die 	Abwechselung	 des Tages und der Nacht. Welches/ wenn man es dem	SCIE_P1_WMD_1680_EpidemicaRAW.txt	SCIE	P1	WMD	1680	1685	EpidemicaRAW.txt	NA	Abwechslung	NA	b	NEIN	NA	postnom	NA	SG	NEIN	NEIN	ab	abwechseln	
5549	och ist die Mißgestalt nicht unmueglich. Denn die 	Handlung	 des Sehens kan wohl mit einem Auge geschehen und	SCIE_P1_WMD_1680_EpidemicaRAW.txt	SCIE	P1	WMD	1680	1685	EpidemicaRAW.txt	NA	Handlung	NA	b	NEIN	NA	postnom	NA	SG	JA	NEIN	NA	handeln	
5559	en/ wie sie gebildet wuerden und auskroechen/ der 	Meinung	/ daß solches gegen den Frueling geschehen wuerde.	SCIE_P1_WMD_1680_EpidemicaRAW.txt	SCIE	P1	WMD	1680	1685	EpidemicaRAW.txt	NA	Meinung	NA	b	NEIN	NA	KEIN	NA	SG	JA	NEIN	NA	meinen	
5563	mmuniciren/ derer du dich bedienen kanst/ biß die 	Erfahrung	 heilsamer Purgier-Mittel/ die nach dieser Kunst-R	SCIE_P1_WMD_1687_ArtzneyKunstRAW.txt	SCIE	P1	WMD	1687	1685	ArtzneyKunstRAW.txt	NA	Erfahrung	NA	b	NEIN	NA	postnom	NA	SG	NEIN	NEIN	er	erfahren	
5572	n Schweiß treibet/ welcherley die obige Spießglas-	Bereitung	 ist so kanst du ans obenbeschriebenen Arzneyen e	SCIE_P1_WMD_1687_ArtzneyKunstRAW.txt	SCIE	P1	WMD	1687	1685	ArtzneyKunstRAW.txt	NA	Bereitung	obig	b	NEIN	NA	KEIN	NA	SG	NEIN	NEIN	be	bereiten	
5574	onien-Harz noch hinzu thun/ und also wirst du die 	Wuerkung	 beschleunigen/ und den von der Nießwurzel herrueh	SCIE_P1_WMD_1687_ArtzneyKunstRAW.txt	SCIE	P1	WMD	1687	1685	ArtzneyKunstRAW.txt	NA	Wirkung	NA	b	NEIN	NA	KEIN	NA	SG	JA	NEIN	NA	wirken	
5583	 ein mahl/ die erste Figur.         Man nehme die 	Wasserlaitungen	 vnd also noch ein mahl/ die erste Figur fuer sich	SCIE_P1_WOD_1663_KunstSpiegelRAW.txt	SCIE	P1	WOD	1663	1665	KunstSpiegelRAW.txt	Wasser	Leitung	NA	b	NEIN	NA	KEIN	NA	PL	JA	NEIN	NA	leiten	
5586	           Der fuenfften ursach kan die taegliche 	Umwaltzung	 der Erden entgegen gesetzt werden/ welche den wid	SCIE_P1_WOD_1665_CometenRAW.txt	SCIE	P1	WOD	1665	1665	CometenRAW.txt	NA	Umwalzung	täglich	b	NEIN	NA	postnom	NA	SG	NEIN	NEIN	um	umwalzen	
5587	n ihr zwifacher Lauff mir eynen lust gemacht/ der 	meynung	 deß Origani von bewegung der Erden beifall zu geb	SCIE_P1_WOD_1665_CometenRAW.txt	SCIE	P1	WOD	1665	1665	CometenRAW.txt	NA	Meinung	NA	b	NEIN	NA	postnom	NA	SG	JA	NEIN	NA	meinen	
5589	 der Erden beifall zu geben.         Die neueeste 	meynung	/ die villeicht nicht iederman bekant sein mag/ is	SCIE_P1_WOD_1665_CometenRAW.txt	SCIE	P1	WOD	1665	1665	CometenRAW.txt	NA	Meinung	neu	b	NEIN	NA	KEIN	NA	SG	JA	NEIN	NA	meinen	
5594	eten den schnellen Lauff und ueber sich steigende 	Bewegung	 verursache Gleich wie in eyner Winds-Braut/ stau	SCIE_P1_WOD_1665_CometenRAW.txt	SCIE	P1	WOD	1665	1665	CometenRAW.txt	NA	Bewegung	steigend	b	NEIN	NA	KEIN	NA	SG	NEIN	NEIN	be	bewegen	
5597	u Philosophiren/ und es der Goettlichen allweisen 	Vorsehung	 allein heymschreiben/ dessen Majestaet/ Allmacht/	SCIE_P1_WOD_1665_CometenRAW.txt	SCIE	P1	WOD	1665	1665	CometenRAW.txt	NA	Vorsehung	allweise	b	NEIN	NA	KEIN	NA	SG	NEIN	NEIN	vor	vorsehen	
5609	ß schoen und trocken gewesen/ und hat die gethane 	Propheceyung	 vernichtet Dergleichen Ehr hat vor diesem eyner 	SCIE_P1_WOD_1665_CometenRAW.txt	SCIE	P1	WOD	1665	1665	CometenRAW.txt	NA	Prophezeiung	getan	b	NEIN	NA	KEIN	NA	SG	NA	JA	NA	prophezeien	
5612	s dabei bleibt/ daß Gott der Herr die eygentliche 	Bedeutung	 seiner macht allein vorbehalten und gehoert hieh	SCIE_P1_WOD_1665_CometenRAW.txt	SCIE	P1	WOD	1665	1665	CometenRAW.txt	NA	Bedeutung	eigentlich	b	NEIN	NA	postnom	NA	SG	NEIN	NEIN	be	bedeuten	
5621	ie alte Stern-guker in ihren Lehr-saetzen von den 	Vorsagungen	 vil eiteles aberglaeubisches und Heydnisches Ding	SCIE_P1_WOD_1665_CometenRAW.txt	SCIE	P1	WOD	1665	1665	CometenRAW.txt	NA	Vorsagung	NA	b	NEIN	NA	KEIN	NA	PL	NEIN	NEIN	vor	vorsagen	
5629	g durch sein rauben und pluendern keyn Ursach der 	Theurung	 und Hungersnoth sein/ weil solche offt ohne Krieg	SCIE_P1_WOD_1665_CometenRAW.txt	SCIE	P1	WOD	1665	1665	CometenRAW.txt	NA	Teuerung	NA	b	NEIN	NA	KEIN	NA	SG	JA	NEIN	NA	teuern	
5643	itten vnd der Zufluß verhinderet wird/ hoeret die 	Bewegung	 in demselbigen Wasser deß Armbs auff/ stehet ab/ 	SCIE_P1_WOD_1693_KranckheitRAW.txt	SCIE	P1	WOD	1693	1695	KranckheitRAW.txt	NA	Bewegung	NA	b	NEIN	NA	KEIN	NA	SG	NEIN	NEIN	be	bewegen	
5677	also daß alsdann die inflammation vnd vergifftete 	Auffgaehrung	 eintwederen in dem Magen oder Gedaerm/ Croes/ Leb	SCIE_P1_WOD_1693_KranckheitRAW.txt	SCIE	P1	WOD	1693	1695	KranckheitRAW.txt	NA	Aufgährung	vergiftet	b	NEIN	NA	KEIN	NA	SG	NEIN	NEIN	auf	aufgaehren	
5681	enannten innerlichen vorher gehenden Vrsachen die 	Anregung	 beschehen) solche Sucht an sich zu ziehen mehrers	SCIE_P1_WOD_1693_KranckheitRAW.txt	SCIE	P1	WOD	1693	1695	KranckheitRAW.txt	NA	Anregung	NA	b	NEIN	NA	KEIN	NA	SG	NEIN	NEIN	an	anregen	
5687	des Diameters deßelben glauben machen, als ob die 	Unordnung	 im steigen und fallen des &#9791rii dem ungleich	SCIE_P2_NoD_1734_BarometerRAW.txt	SCIE	P2	NoD	1734	1735	BarometerRAW.txt	NA	Unordnung	NA	b	NEIN	NA	KEIN	NA	SG	NEIN	NEIN	un	ordnen	
5694	 man ist auch durch die in der Physic gegruendete 	Erfahrung	 ueberzeuget, daß das Wetter mit dem steigen und f	SCIE_P2_NoD_1734_BarometerRAW.txt	SCIE	P2	NoD	1734	1735	BarometerRAW.txt	NA	Erfahrung	gegründet	b	NEIN	NA	KEIN	NA	SG	NEIN	NEIN	er	erfahren	
5696	hren nicht gleich hoch stehe so laesset sich die 	Abtheilung	 des Wetters nicht in eben dem Maaße, wie auf dem 	SCIE_P2_NoD_1734_BarometerRAW.txt	SCIE	P2	NoD	1734	1735	BarometerRAW.txt	NA	Abteilung	NA	b	NEIN	NA	postnom	NA	SG	NEIN	NEIN	ab	abteilen	
5698	esondere Regeln herzuleiten, durch welche man die 	Witterung	 aus dem Barometer vorher sehen koente doch die m	SCIE_P2_NoD_1734_BarometerRAW.txt	SCIE	P2	NoD	1734	1735	BarometerRAW.txt	NA	Witterung	NA	b	NEIN	NA	KEIN	NA	SG	JA	NEIN	NA	wittern	
5699	, das Thermometer, Hygrometer, Manometer, und die 	Richtung	 der Winde fleißig dabey wahrzunehmen, um in denen	SCIE_P2_NoD_1734_BarometerRAW.txt	SCIE	P2	NoD	1734	1735	BarometerRAW.txt	NA	Richtung	NA	b	NEIN	NA	postnom	NA	SG	JA	NEIN	NA	richten	
5700	rsach der bereits gegenwaertigen oder vergangenen 	Witterung	 ersehen kan. siehe Wolffs Physic oder Gedancken v	SCIE_P2_NoD_1734_BarometerRAW.txt	SCIE	P2	NoD	1734	1735	BarometerRAW.txt	NA	Witterung	vergangen	b	NEIN	NA	KEIN	NA	SG	JA	NEIN	NA	wittern	
5702	ungen der Natur §. 212.         §. 27. Es ist die 	Beobachtung	 der Winde noch uebrig, welche gewiß das meiste be	SCIE_P2_NoD_1734_BarometerRAW.txt	SCIE	P2	NoD	1734	1735	BarometerRAW.txt	NA	Beobachtung	NA	b	NEIN	NA	postnom	NA	SG	NEIN	NEIN	be	beobachten	
5705	he weiter davon abliegen. Doch kommen die meisten 	Anmerckungen	 in obangefuehrtem Tractat mit denen Eigenschaffte	SCIE_P2_NoD_1734_BarometerRAW.txt	SCIE	P2	NoD	1734	1735	BarometerRAW.txt	NA	Anmerkung	meiste	b	NEIN	NA	KEIN	NA	PL	NEIN	NEIN	an	anmerken	
5707	t der Jahrszeit.         Nun folgen die besondern 	Anmerckungen	 und zwar ueber die Erste Regel und das Steigen de	SCIE_P2_NoD_1734_BarometerRAW.txt	SCIE	P2	NoD	1734	1735	BarometerRAW.txt	NA	Anmerkung	besonders	b	NEIN	NA	KEIN	NA	PL	NEIN	NEIN	an	anmerken	
5720	der-Fluß bereits zuvor erfahren haben, findet die 	Unterscheidung	 desselben von der Ruhr weniger Schwuerigkeit bey	SCIE_P2_NoD_1736_AnweisungRAW.txt	SCIE	P2	NoD	1736	1735	AnweisungRAW.txt	NA	Unterscheidung	NA	b	NEIN	NA	postnom	NA	SG	NEIN	NEIN	unter	unterscheiden	
5721	er weitlaeufftigere Umstaende zu geschweigen, die 	Beurtheilung	 desselben hauptsaechlich auf folgende Puncte an: 	SCIE_P2_NoD_1736_AnweisungRAW.txt	SCIE	P2	NoD	1736	1735	AnweisungRAW.txt	NA	Beurteilung	NA	b	NEIN	NA	postnom	NA	SG	NEIN	NEIN	be	beurteilen	
5728	enlich fuer die Rohten Ruhr-Krancken die fleißige 	Reinigung	 sey, an solcher muessen demnach die Gesunden bill	SCIE_P2_NoD_1736_AnweisungRAW.txt	SCIE	P2	NoD	1736	1735	AnweisungRAW.txt	NA	Reinigung	fleißig	b	NEIN	NA	KEIN	NA	SG	NEIN	NEIN	NA	reinigen	
5730	der sich schleunig wiederum kalt mache, indem die 	Erfahrung	 lehret, daß dadurch, ausser einer Ansteckung von 	SCIE_P2_NoD_1736_AnweisungRAW.txt	SCIE	P2	NoD	1736	1735	AnweisungRAW.txt	NA	Erfahrung	NA	b	NEIN	NA	KEIN	NA	SG	NEIN	NEIN	er	erfahren	
5736	et worden, die fuernehmsten Stuecke der noethigen 	Verwahrung	 gegen die Rothe-Ruhr erwehnet sind so ist nunmeh	SCIE_P2_NoD_1736_AnweisungRAW.txt	SCIE	P2	NoD	1736	1735	AnweisungRAW.txt	NA	Verwahrung	nötig	b	NEIN	NA	KEIN	NA	SG	NEIN	NEIN	ver	verwahren	
5738	enen Apotheken gefordert und genommen werden. Die 	Abfuehrung	 selbst kan auf eine gedoppelte Art geschehen, ent	SCIE_P2_NoD_1736_AnweisungRAW.txt	SCIE	P2	NoD	1736	1735	AnweisungRAW.txt	NA	Abführung	NA	b	NEIN	NA	KEIN	NA	SG	NEIN	NEIN	ab	abfuehren	
5745	 dieselben so wohl durch die Erleuchtung, als die 	Erwaermung	, unterhalte. Da wir nun ferner die groeste Ursach	SCIE_P2_NoD_1744_CometenRAW.txt	SCIE	P2	NoD	1744	1745	CometenRAW.txt	NA	Erwärmung	NA	b	NEIN	NA	KEIN	NA	SG	NEIN	NEIN	er	erwaermen	
5751	e Erde, oder ein anderer ordentlicher Planet. Die 	Witterung	 muß dahero in einem Cometen im hoechsten Grad ung	SCIE_P2_NoD_1744_CometenRAW.txt	SCIE	P2	NoD	1744	1745	CometenRAW.txt	NA	Witterung	NA	b	NEIN	NA	KEIN	NA	SG	JA	NEIN	NA	wittern	
5757	hervorzubringen, wie denn obgedachter Whiston der 	Meynung	 ist, als wenn die Suendfluth durch einen Cometen 	SCIE_P2_NoD_1744_CometenRAW.txt	SCIE	P2	NoD	1744	1745	CometenRAW.txt	NA	Meinung	NA	b	NEIN	NA	KEIN	NA	SG	JA	NEIN	NA	meinen	
5762	, weil selbige mehr Kraft hat, weder die mittlere 	Gattung	. Jedoch, wenn sie ja bisweilen gefunden wird, sod	SCIE_P2_OMD_1717_MaterialistRAW.txt	SCIE	P2	OMD	1717	1715	MaterialistRAW.txt	NA	Gattung	mittlere	b	NEIN	NA	KEIN	NA	SG	JA	NEIN	NA	gatten	
5763	demjenigen, [Siehe Fig. 35.] welches die mittlere 	Gattung	 bringet, nicht so gar unaehnlich sehen, so kan au	SCIE_P2_OMD_1717_MaterialistRAW.txt	SCIE	P2	OMD	1717	1715	MaterialistRAW.txt	NA	Gattung	mittlere	b	NEIN	NA	KEIN	NA	SG	JA	NEIN	NA	gatten	
5765	 Dieser Samen dient wider die Wuerme, stillet die 	Blaehungen	 und sagen einige, er sey wieder allen Gift gut: 	SCIE_P2_OMD_1717_MaterialistRAW.txt	SCIE	P2	OMD	1717	1715	MaterialistRAW.txt	NA	Blähung	NA	b	NEIN	NA	KEIN	NA	PL	JA	NEIN	NA	blaehen	
5786	ggelassen werden koenne? Es sey denn, daß man die 	Eintheilung	 des Urins, da er in Vrinam Potus und Vrinam Sangu	SCIE_P2_OMD_1731_HarnRuhrRAW.txt	SCIE	P2	OMD	1731	1735	HarnRuhrRAW.txt	NA	Einteilung	NA	b	NEIN	NA	postnom	NA	SG	NEIN	NEIN	ein	einteilen	
5793	ftige Zusammenziehung schuld seyn. Messen wir der 	Zusammenziehung	 derer Nieren Roehren die Schuld bey so sehen wir	SCIE_P2_OMD_1731_HarnRuhrRAW.txt	SCIE	P2	OMD	1731	1735	HarnRuhrRAW.txt	NA	Zusammenziehung	NA	b	NEIN	NA	postnom	NA	SG	NEIN	NEIN	NA	zusammenziehen	
5803	ung, wozu die verhinderten und verletzten Ab- und 	Aussonderungen	 derer Feuchtigkeiten <unclear>Gelegenheit</unclea	SCIE_P2_OMD_1731_HarnRuhrRAW.txt	SCIE	P2	OMD	1731	1735	HarnRuhrRAW.txt	NA	Aussonderung	verletzt	b	NEIN	NA	postnom	NA	PL	NEIN	NEIN	aus	aussondern	
5806	en gemeiniglich die ersten Wege geschwaechet, die 	Dauung	 verhindert, und die Eingeweide verstopffet sind, 	SCIE_P2_OMD_1731_HarnRuhrRAW.txt	SCIE	P2	OMD	1731	1735	HarnRuhrRAW.txt	NA	Dauung	NA	b	NEIN	NA	KEIN	NA	SG	JA	NEIN	NA	dauen	
5811	n Harn-Ruhr- als bey welcher Art gemeiniglich die 	Dauung	 verderbet ist.	SCIE_P2_OMD_1731_HarnRuhrRAW.txt	SCIE	P2	OMD	1731	1735	HarnRuhrRAW.txt	NA	Dauung	NA	b	NEIN	NA	KEIN	NA	SG	JA	NEIN	NA	dauen	
5821	heiten zu erkennen seyn: Insonderheit will er die 	Schwaengerung	 gantz gewiß aus dem Urin dijudiciren ja so gar d	SCIE_P2_OMD_1737_MedicaRAW.txt	SCIE	P2	OMD	1737	1735	MedicaRAW.txt	NA	Schwängerung	NA	b	NEIN	NA	KEIN	NA	SG	JA	NEIN	NA	schwaengern	
5825	ll scheinen, als koenne man nur die aeusserlichen 	Verletzungen	 des Coerpers aus solcher Thiere Gestalt erlernen:	SCIE_P2_OMD_1737_MedicaRAW.txt	SCIE	P2	OMD	1737	1735	MedicaRAW.txt	NA	Verletzung	äußerlich	b	NEIN	NA	postnom	NA	PL	NEIN	NEIN	ver	verletzen	
5832	thmassete/ es wuerde sich vielleicht nunmehro die 	Erscheinung	 dieses Meteori endigen.       Allein um 11. Uhr 2	SCIE_P2_OOD_1722_NordScheinesRAW.txt	SCIE	P2	OOD	1722	1725	NordScheinesRAW.txt	NA	Erscheinung	NA	b	NEIN	NA	postnom	NA	SG	NEIN	NEIN	er	erscheinen	
5833	 so nennen darf/ oder die sehr starck fluctirende 	Bewegung	/ der hell-leuchtenden Luft/ sahe etwas gelb-roeth	SCIE_P2_OOD_1722_NordScheinesRAW.txt	SCIE	P2	OOD	1722	1725	NordScheinesRAW.txt	NA	Bewegung	NA	b	NEIN	NA	postnom	NA	SG	NEIN	NEIN	be	bewegen	
5841	e so genandten/ gelb-roethlichte Blitze/ oder die 	Bewegung	 der hellen Luft-Theile/ insgesamt sehr heftig und	SCIE_P2_OOD_1722_NordScheinesRAW.txt	SCIE	P2	OOD	1722	1725	NordScheinesRAW.txt	NA	Bewegung	NA	b	NEIN	NA	postnom	NA	SG	NEIN	NEIN	be	bewegen	
5842	esset/ als es in der Taht geschehen ist. Denn die 	Bewegungen	 der hellen Luft-Theile/ waren so vehement, und di	SCIE_P2_OOD_1722_NordScheinesRAW.txt	SCIE	P2	OOD	1722	1725	NordScheinesRAW.txt	NA	Bewegung	NA	b	NEIN	NA	postnom	NA	PL	NEIN	NEIN	be	bewegen	
5843	heile/ waren so vehement, und die augenblickliche 	Veraenderungen	/ so mancherley und stets abwechslend/ daÃŸ man mi	SCIE_P2_OOD_1722_NordScheinesRAW.txt	SCIE	P2	OOD	1722	1725	NordScheinesRAW.txt	NA	Veränderung	augenblicklich	b	NEIN	NA	KEIN	NA	PL	NEIN	NEIN	ver	veraendern	
5848	icht, daß es Regeln gebe, vermoeg welcher man die 	Wuerckungen	 des Pulvers genau ausrechnen, noch Gallerien fueh	SCIE_P2_OOD_1745_MathematicusRAW.txt	SCIE	P2	OOD	1745	1745	MathematicusRAW.txt	NA	Wirkung	NA	b	NEIN	NA	postnom	NA	SG	JA	NEIN	NA	wirken	
5852	     Auf diese Art ist man bishero verfahren, die 	Ladung	 der Kammern zu finden allein wann man betrachtet	SCIE_P2_OOD_1745_MathematicusRAW.txt	SCIE	P2	OOD	1745	1745	MathematicusRAW.txt	NA	Ladung	NA	b	NEIN	NA	postnom	NA	SG	JA	NEIN	NA	laden	
5855	cubische Klafter aufheben soll, so doerf sich die 	Ladung	 der ersten zur Ladung der zweyten nicht verhalten	SCIE_P2_OOD_1745_MathematicusRAW.txt	SCIE	P2	OOD	1745	1745	MathematicusRAW.txt	NA	Ladung	NA	b	NEIN	NA	postnom	NA	SG	JA	NEIN	NA	laden	
5860	als die Schwaere der andern seye Da hingegen die 	Zusammenhaltung	 der ersten nur das Vierfache der Zusammenhaltung 	SCIE_P2_OOD_1745_MathematicusRAW.txt	SCIE	P2	OOD	1745	1745	MathematicusRAW.txt	NA	Zusammenhaltung	NA	b	NEIN	NA	postnom	NA	SG	NEIN	NEIN	NA	zusammenhaengen	
5861	 Zusammenhaltung der ersten nur das Vierfache der 	Zusammenhaltung	 der zweyten ist wann man also nur die Schwaere d	SCIE_P2_OOD_1745_MathematicusRAW.txt	SCIE	P2	OOD	1745	1745	MathematicusRAW.txt	NA	Zusammenhaltung	NA	b	NEIN	NA	postnom	NA	SG	NEIN	NEIN	NA	zusammenhaengen	
5864	ich mehr Pulver entzuendet Ferner mueste man die 	Veraenderungen	 der Luft, die wider den Coerper stoßt, betrachten	SCIE_P2_OOD_1745_MathematicusRAW.txt	SCIE	P2	OOD	1745	1745	MathematicusRAW.txt	NA	Veränderung	NA	b	NEIN	NA	postnom	NA	PL	NEIN	NEIN	ver	veraendern	
5866	rckels sehe weilen man nun vielleicht die rechte 	Ladung	, um dasjeniger auszuwuercken, nicht treffen mag, 	SCIE_P2_OOD_1745_MathematicusRAW.txt	SCIE	P2	OOD	1745	1745	MathematicusRAW.txt	NA	Ladung	rechte	b	NEIN	NA	KEIN	NA	SG	JA	NEIN	NA	laden	
